UDN,ESTADO,CODIGO,Razon_Social,CLIENTE,RFC,FECHA_ALTA,FECHA_BAJA,CONTACTO,VALES,ESTADO_CRED,DIAS_CRED,LIMITE_CRED,OBSERVACIONES,OBSERVACIONES_CRED
UDN_000001,20,CLIENTE_000019,Cliente 000019,Cliente 000019,RFC_000003,14/03/2017,31/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000020,Cliente 000020,Cliente 000020,RFC_000005,15/03/2017,05/12/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000021,Cliente 000021,Cliente 000021,RFC_000002,15/03/2017,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000022,Cliente 000022,Cliente 000022,RFC_000003,15/03/2017,06/09/2026,,1,0,0,0,Dato anonimizado,
UDN_000001,20,CLIENTE_000023,Cliente 000023,Cliente 000023,RFC_000005,15/03/2017,24/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000024,Cliente 000024,Cliente 000024,RFC_000002,15/03/2017,19/09/2026,,,0,0,0,Dato anonimizado,Dato anonimizado
UDN_000001,20,CLIENTE_000025,Cliente 000025,Cliente 000025,RFC_000003,15/03/2017,04/08/2026,,1,0,0,0,Dato anonimizado,Dato anonimizado
UDN_000001,20,CLIENTE_000026,Cliente 000026,Cliente 000026,RFC_000006,15/03/2017,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000027,Cliente 000027,Cliente 000027,RFC_000002,15/03/2017,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000028,Cliente 000028,Cliente 000028,RFC_000002,15/03/2017,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000029,Cliente 000029,Cliente 000029,RFC_000006,15/03/2017,13/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000030,Cliente 000030,Cliente 000030,RFC_000005,15/03/2017,24/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000031,Cliente 000031,Cliente 000031,RFC_000007,15/03/2017,14/10/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_000032,Cliente 000032,Cliente 000032,RFC_000002,15/03/2017,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000033,Cliente 000033,Cliente 000033,RFC_000002,15/03/2017,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000034,Cliente 000034,Cliente 000034,RFC_000006,15/03/2017,27/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000035,Cliente 000035,Cliente 000035,RFC_000002,15/03/2017,11/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000036,Cliente 000036,Cliente 000036,RFC_000002,15/03/2017,05/11/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000037,Cliente 000037,Cliente 000037,RFC_000006,15/03/2017,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000038,Cliente 000038,Cliente 000038,RFC_000006,15/03/2017,16/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000039,Cliente 000039,Cliente 000039,RFC_000003,15/03/2017,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000040,Cliente 000040,Cliente 000040,RFC_000006,15/03/2017,15/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000041,Cliente 000041,Cliente 000041,RFC_000002,15/03/2017,02/01/2027,,1,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_000042,Cliente 000042,Cliente 000042,RFC_000003,15/03/2017,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000043,Cliente 000043,Cliente 000043,RFC_000006,15/03/2017,13/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000044,Cliente 000044,Cliente 000044,RFC_000003,15/03/2017,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000045,Cliente 000045,Cliente 000045,RFC_000003,22/03/2017,03/01/2027,,1,0,0,0,Dato anonimizado,Dato anonimizado
UDN_000001,20,CLIENTE_000046,Cliente 000046,Cliente 000046,RFC_000002,22/03/2017,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000047,Cliente 000047,Cliente 000047,RFC_000002,22/03/2017,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000048,Cliente 000048,Cliente 000048,RFC_000003,22/03/2017,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000049,Cliente 000049,Cliente 000049,RFC_000003,22/03/2017,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000050,Cliente 000050,Cliente 000050,RFC_000002,22/03/2017,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000051,Cliente 000051,Cliente 000051,RFC_000002,22/03/2017,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000052,Cliente 000052,Cliente 000052,RFC_000002,22/03/2017,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000053,Cliente 000053,Cliente 000053,RFC_000002,22/03/2017,19/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000054,Cliente 000054,Cliente 000054,RFC_000003,22/03/2017,21/07/2026,,1,0,0,0,Dato anonimizado,Dato anonimizado
UDN_000001,20,CLIENTE_000055,Cliente 000055,Cliente 000055,RFC_000003,22/03/2017,19/09/2026,,0,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_000056,Cliente 000056,Cliente 000056,RFC_000002,22/03/2017,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000057,Cliente 000057,Cliente 000057,RFC_000003,22/03/2017,26/08/2025,,1,0,0,0,Dato anonimizado,Dato anonimizado
UDN_000001,20,CLIENTE_000058,Cliente 000058,Cliente 000058,RFC_000002,22/03/2017,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000059,Cliente 000059,Cliente 000059,RFC_000002,22/03/2017,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000060,Cliente 000060,Cliente 000060,RFC_000002,22/03/2017,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000061,Cliente 000061,Cliente 000061,RFC_000002,22/03/2017,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000062,Cliente 000062,Cliente 000062,RFC_000002,22/03/2017,29/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000063,Cliente 000063,Cliente 000063,RFC_000002,22/03/2017,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000064,Cliente 000064,Cliente 000064,RFC_000002,22/03/2017,15/04/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_000065,Cliente 000065,Cliente 000065,RFC_000002,22/03/2017,14/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000066,Cliente 000066,Cliente 000066,RFC_000008,25/03/2017,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000067,Cliente 000067,Cliente 000067,RFC_000008,25/03/2017,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000068,Cliente 000068,Cliente 000068,RFC_000009,25/03/2017,23/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000069,Cliente 000069,Cliente 000069,RFC_000008,25/03/2017,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000070,Cliente 000070,Cliente 000070,RFC_000002,25/03/2017,28/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000071,Cliente 000071,Cliente 000071,RFC_000008,25/03/2017,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000072,Cliente 000072,Cliente 000072,RFC_000010,25/03/2017,07/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000073,Cliente 000073,Cliente 000073,RFC_000009,25/03/2017,23/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000074,Cliente 000074,Cliente 000074,RFC_000002,25/03/2017,31/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000075,Cliente 000075,Cliente 000075,RFC_000008,25/03/2017,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000076,Cliente 000076,Cliente 000076,RFC_000010,25/03/2017,07/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000077,Cliente 000077,Cliente 000077,RFC_000009,25/03/2017,23/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000078,Cliente 000078,Cliente 000078,RFC_000008,25/03/2017,25/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000079,Cliente 000079,Cliente 000079,RFC_000009,25/03/2017,23/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000080,Cliente 000080,Cliente 000080,RFC_000002,25/03/2017,28/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000081,Cliente 000081,Cliente 000081,RFC_000002,25/03/2017,28/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000082,Cliente 000082,Cliente 000082,RFC_000010,25/03/2017,07/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000083,Cliente 000083,Cliente 000083,RFC_000010,25/03/2017,07/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000084,Cliente 000084,Cliente 000084,RFC_000010,25/03/2017,17/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000085,Cliente 000085,Cliente 000085,RFC_000002,25/03/2017,25/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000086,Cliente 000086,Cliente 000086,RFC_000011,02/07/2017,15/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000087,Cliente 000087,Cliente 000087,RFC_000012,02/07/2017,15/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000088,Cliente 000088,Cliente 000088,RFC_000002,08/07/2017,28/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000089,Cliente 000089,Cliente 000089,RFC_000002,08/07/2017,19/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000090,Cliente 000090,Cliente 000090,RFC_000013,14/09/2017,21/12/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000091,Cliente 000091,Cliente 000091,RFC_000003,08/11/2017,17/12/2025,,1,0,0,0,,
UDN_000001,20,CLIENTE_000092,Cliente 000092,Cliente 000092,RFC_000003,24/12/2017,18/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000093,Cliente 000093,Cliente 000093,RFC_000003,01/01/2018,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000094,Cliente 000094,Cliente 000094,RFC_000003,25/02/2018,05/07/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000095,Cliente 000095,Cliente 000095,RFC_000001,27/02/2018,13/12/2025,CONTACTO_000001,,0,0,0,,
UDN_000001,20,CLIENTE_000096,Cliente 000096,Cliente 000096,RFC_000002,05/03/2018,05/12/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000097,Cliente 000097,Cliente 000097,RFC_000002,05/03/2018,26/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000098,Cliente 000098,Cliente 000098,RFC_000002,05/03/2018,24/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000099,Cliente 000099,Cliente 000099,RFC_000014,14/04/2018,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000100,Cliente 000100,Cliente 000100,RFC_000001,21/04/2018,03/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000101,Cliente 000101,Cliente 000101,RFC_000014,25/04/2018,26/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000102,Cliente 000102,Cliente 000102,RFC_000014,05/05/2018,15/04/2026,,1,0,0,0,,
UDN_000001,20,CLIENTE_000103,Cliente 000103,Cliente 000103,RFC_000003,13/05/2018,05/12/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000104,Cliente 000104,Cliente 000104,RFC_000014,17/05/2018,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000105,Cliente 000105,Cliente 000105,RFC_000003,27/05/2018,18/07/2026,,1,0,0,0,,
UDN_000001,20,CLIENTE_000106,Cliente 000106,Cliente 000106,RFC_000015,03/06/2018,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000107,Cliente 000107,Cliente 000107,RFC_000015,03/06/2018,11/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000108,Cliente 000108,Cliente 000108,RFC_000015,06/06/2018,06/11/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000109,Cliente 000109,Cliente 000109,RFC_000014,02/07/2018,03/09/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_000110,Cliente 000110,Cliente 000110,RFC_000003,03/07/2018,03/01/2027,,1,0,0,0,Dato anonimizado,
UDN_000001,20,CLIENTE_000111,Cliente 000111,Cliente 000111,RFC_000003,14/07/2018,28/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000112,Cliente 000112,Cliente 000112,RFC_000013,14/07/2018,11/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000113,Cliente 000113,Cliente 000113,RFC_000003,14/07/2018,25/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000114,Cliente 000114,Cliente 000114,RFC_000013,14/07/2018,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000115,Cliente 000115,Cliente 000115,RFC_000003,14/07/2018,28/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000116,Cliente 000116,Cliente 000116,RFC_000003,15/07/2018,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000117,Cliente 000117,Cliente 000117,RFC_000003,15/07/2018,24/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000118,Cliente 000118,Cliente 000118,RFC_000010,23/07/2018,17/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000119,Cliente 000119,Cliente 000119,RFC_000009,23/07/2018,23/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000120,Cliente 000120,Cliente 000120,RFC_000003,24/07/2018,07/11/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000121,Cliente 000121,Cliente 000121,RFC_000003,25/07/2018,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000122,Cliente 000122,Cliente 000122,RFC_000016,26/07/2018,16/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000123,Cliente 000123,Cliente 000123,RFC_000003,21/08/2018,02/01/2027,,1,0,0,0,Dato anonimizado,Dato anonimizado
UDN_000001,20,CLIENTE_000124,Cliente 000124,Cliente 000124,RFC_000014,25/08/2018,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000125,Cliente 000125,Cliente 000125,RFC_000003,26/08/2018,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000126,Cliente 000126,Cliente 000126,RFC_000003,27/08/2018,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000127,Cliente 000127,Cliente 000127,RFC_000003,29/08/2018,11/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000128,Cliente 000128,Cliente 000128,RFC_000003,01/09/2018,28/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000129,Cliente 000129,Cliente 000129,RFC_000003,01/09/2018,28/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000130,Cliente 000130,Cliente 000130,RFC_000001,01/09/2018,23/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000131,Cliente 000131,Cliente 000131,RFC_000001,01/09/2018,23/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000132,Cliente 000132,Cliente 000132,RFC_000001,01/09/2018,03/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000133,Cliente 000133,Cliente 000133,RFC_000003,03/09/2018,15/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000134,Cliente 000134,Cliente 000134,RFC_000003,03/09/2018,15/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000135,Cliente 000135,Cliente 000135,RFC_000003,03/09/2018,31/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000136,Cliente 000136,Cliente 000136,RFC_000003,11/09/2018,05/07/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000137,Cliente 000137,Cliente 000137,RFC_000003,12/09/2018,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000138,Cliente 000138,Cliente 000138,RFC_000003,18/09/2018,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000139,Cliente 000139,Cliente 000139,RFC_000003,20/09/2018,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000140,Cliente 000140,Cliente 000140,RFC_000003,27/09/2018,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000141,Cliente 000141,Cliente 000141,RFC_000003,01/10/2018,26/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000142,Cliente 000142,Cliente 000142,RFC_000003,03/10/2018,18/11/2025,,1,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_000143,Cliente 000143,Cliente 000143,RFC_000003,03/10/2018,25/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000144,Cliente 000144,Cliente 000144,RFC_000003,04/10/2018,28/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000145,Cliente 000145,Cliente 000145,RFC_000003,06/10/2018,27/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000146,Cliente 000146,Cliente 000146,RFC_000003,09/10/2018,07/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000147,Cliente 000147,Cliente 000147,RFC_000003,09/10/2018,28/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000148,Cliente 000148,Cliente 000148,RFC_000003,13/10/2018,27/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000149,Cliente 000149,Cliente 000149,RFC_000003,24/10/2018,24/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000150,Cliente 000150,Cliente 000150,RFC_000003,31/10/2018,27/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000151,Cliente 000151,Cliente 000151,RFC_000003,01/11/2018,03/09/2019,,,0,0,0,,
UDN_000001,20,CLIENTE_000152,Cliente 000152,Cliente 000152,RFC_000003,07/11/2018,13/06/2026,,0,0,0,0,,
UDN_000001,20,CLIENTE_000153,Cliente 000153,Cliente 000153,RFC_000003,10/11/2018,31/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000154,Cliente 000154,Cliente 000154,RFC_000003,12/11/2018,19/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000155,Cliente 000155,Cliente 000155,RFC_000003,17/11/2018,23/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000156,Cliente 000156,Cliente 000156,RFC_000014,20/11/2018,15/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000157,Cliente 000157,Cliente 000157,RFC_000003,21/11/2018,06/10/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000158,Cliente 000158,Cliente 000158,RFC_000003,05/12/2018,31/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000159,Cliente 000159,Cliente 000159,RFC_000003,10/12/2018,26/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000160,Cliente 000160,Cliente 000160,RFC_000014,05/01/2019,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000161,Cliente 000161,Cliente 000161,RFC_000014,16/01/2019,09/11/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000162,Cliente 000162,Cliente 000162,RFC_000003,20/01/2019,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000163,Cliente 000163,Cliente 000163,RFC_000003,07/02/2019,31/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000164,Cliente 000164,Cliente 000164,RFC_000014,09/02/2019,24/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000165,Cliente 000165,Cliente 000165,RFC_000003,10/02/2019,25/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000166,Cliente 000166,Cliente 000166,RFC_000003,10/02/2019,18/11/2025,,1,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_000167,Cliente 000167,Cliente 000167,RFC_000003,10/02/2019,18/11/2025,,1,0,0,0,,
UDN_000001,20,CLIENTE_000168,Cliente 000168,Cliente 000168,RFC_000003,13/02/2019,10/11/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000169,Cliente 000169,Cliente 000169,RFC_000003,20/02/2019,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000170,Cliente 000170,Cliente 000170,RFC_000003,24/02/2019,02/07/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000171,Cliente 000171,Cliente 000171,RFC_000014,26/02/2019,31/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000172,Cliente 000172,Cliente 000172,RFC_000003,09/03/2019,25/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000173,Cliente 000173,Cliente 000173,RFC_000003,18/03/2019,13/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000174,Cliente 000174,Cliente 000174,RFC_000003,18/03/2019,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000175,Cliente 000175,Cliente 000175,RFC_000003,18/03/2019,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000176,Cliente 000176,Cliente 000176,RFC_000003,25/03/2019,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000177,Cliente 000177,Cliente 000177,RFC_000003,06/04/2019,11/11/2026,,1,0,0,0,,
UDN_000001,20,CLIENTE_000178,Cliente 000178,Cliente 000178,RFC_000003,08/04/2019,11/08/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_000179,Cliente 000179,Cliente 000179,RFC_000003,13/04/2019,19/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000180,Cliente 000180,Cliente 000180,RFC_000003,23/05/2019,11/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000181,Cliente 000181,Cliente 000181,RFC_000003,23/05/2019,10/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000182,Cliente 000182,Cliente 000182,RFC_000003,23/05/2019,11/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000183,Cliente 000183,Cliente 000183,RFC_000003,23/05/2019,12/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000184,Cliente 000184,Cliente 000184,RFC_000003,23/05/2019,13/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_000185,Cliente 000185,Cliente 000185,RFC_000003,28/05/2019,26/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000186,Cliente 000186,Cliente 000186,RFC_000003,01/06/2019,28/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000187,Cliente 000187,Cliente 000187,RFC_000003,06/06/2019,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000188,Cliente 000188,Cliente 000188,RFC_000003,15/06/2019,26/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000189,Cliente 000189,Cliente 000189,RFC_000003,20/06/2019,28/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000190,Cliente 000190,Cliente 000190,RFC_000003,20/06/2019,19/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000191,Cliente 000191,Cliente 000191,RFC_000003,30/06/2019,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000192,Cliente 000192,Cliente 000192,RFC_000003,30/06/2019,24/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000193,Cliente 000193,Cliente 000193,RFC_000003,30/06/2019,24/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_000194,Cliente 000194,Cliente 000194,RFC_000003,30/06/2019,24/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000195,Cliente 000195,Cliente 000195,RFC_000003,30/06/2019,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000196,Cliente 000196,Cliente 000196,RFC_000003,30/06/2019,24/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000197,Cliente 000197,Cliente 000197,RFC_000001,30/06/2019,27/12/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000198,Cliente 000198,Cliente 000198,RFC_000003,06/07/2019,11/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000199,Cliente 000199,Cliente 000199,RFC_000003,06/07/2019,11/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000200,Cliente 000200,Cliente 000200,RFC_000003,09/07/2019,18/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000201,Cliente 000201,Cliente 000201,RFC_000014,21/07/2019,24/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000202,Cliente 000202,Cliente 000202,RFC_000014,22/07/2019,19/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000203,Cliente 000203,Cliente 000203,RFC_000015,25/07/2019,22/07/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_000204,Cliente 000204,Cliente 000204,RFC_000001,03/08/2019,23/01/2027,CONTACTO_000001,,0,0,0,,
